Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1173,160,FV,35.0,4017,PAVE,PAVE,IR1,LVL,ALLPUB,INSIDE,GTL,SOMERST,NORM,NORM,TWNHSE,2STORY,7,5,2006-01-01,2007-01-01,GABLE,COMPSHG,METALSD,METALSD,,0.0,GD,TA,PCONC,GD,TA,NO,UNF,0,UNF,0,625,625,GASA,EX,Y,SBRKR,625,625,0,1250,0,0,2,1,2,1,GD,5,TYP,0,,DETCHD,2006.0,FIN,2,625,TA,TA,Y,0,54,0,0,0,0,,,,0,3,2008-01-01,WD,NORMAL,171900
1174,50,RL,138.0,18030,PAVE,,IR1,BNK,ALLPUB,INSIDE,GTL,CLEARCR,NORM,NORM,1FAM,1.5FIN,5,6,1946-01-01,1994-01-01,GABLE,COMPSHG,METALSD,METALSD,,0.0,TA,TA,CBLOCK,TA,TA,NO,REC,152,BLQ,469,977,1598,GASA,TA,Y,SBRKR,1636,971,479,3086,0,0,3,0,3,1,EX,12,MAJ1,1,GD,,,,0,0,,,Y,122,0,0,0,0,0,,MNPRV,,0,3,2007-01-01,WD,NORMAL,200500
1175,70,RL,80.0,16560,PAVE,,IR1,LVL,ALLPUB,INSIDE,GTL,CRAWFOR,NORM,NORM,1FAM,2STORY,6,8,1932-01-01,1950-01-01,GABLE,COMPSHG,WD SDNG,WD SDNG,,0.0,TA,TA,BRKTIL,GD,TA,NO,REC,503,UNF,0,449,952,GASA,TA,Y,SBRKR,1170,1175,0,2345,0,0,2,1,4,1,TA,9,TYP,1,GD,DETCHD,1932.0,UNF,2,360,TA,TA,Y,0,0,0,0,0,0,,,,0,7,2006-01-01,WD,NORMAL,239000
1176,50,RL,85.0,10678,PAVE,,REG,LVL,ALLPUB,INSIDE,GTL,NORIDGE,NORM,NORM,1FAM,1.5FIN,8,5,1992-01-01,2000-01-01,HIP,COMPSHG,HDBOARD,HDBOARD,BRKFACE,337.0,GD,TA,PCONC,GD,TA,NO,GLQ,700,UNF,0,983,1683,GASA,EX,Y,SBRKR,2129,743,0,2872,0,0,2,1,4,1,GD,9,TYP,1,TA,ATTCHD,1992.0,FIN,2,541,TA,TA,Y,0,33,0,0,0,0,,,,0,4,2007-01-01,WD,NORMAL,285000
1177,20,RL,37.0,6951,PAVE,,IR1,LVL,ALLPUB,CULDSAC,GTL,MITCHEL,NORM,NORM,1FAM,1STORY,5,5,1984-01-01,1985-01-01,GABLE,COMPSHG,HDBOARD,PLYWOOD,,0.0,TA,TA,CBLOCK,TA,TA,NO,ALQ,658,UNF,0,218,876,GASA,TA,Y,SBRKR,923,0,0,923,1,0,1,0,3,1,TA,5,TYP,0,,ATTCHD,1984.0,UNF,1,264,TA,TA,Y,362,0,0,0,0,0,,MNPRV,,0,10,2008-01-01,WD,NORMAL,119500
1178,50,RM,,3950,PAVE,GRVL,REG,BNK,ALLPUB,INSIDE,GTL,OLDTOWN,ARTERY,NORM,1FAM,1.5FIN,6,8,1926-01-01,2004-01-01,GABLE,COMPSHG,METALSD,METALSD,,0.0,TA,TA,CBLOCK,TA,TA,NO,REC,468,UNF,0,350,818,GASA,TA,Y,SBRKR,818,406,0,1224,0,0,1,0,3,1,TA,5,TYP,0,,DETCHD,1926.0,UNF,1,210,TA,TA,N,0,0,116,0,0,0,,,,0,12,2009-01-01,WD,NORMAL,115000
1179,50,RL,54.0,7681,PAVE,,IR1,LVL,ALLPUB,FR2,GTL,CRAWFOR,NORM,NORM,1FAM,1.5FIN,5,6,1921-01-01,1950-01-01,GABLE,COMPSHG,WD SDNG,WD SDNG,,0.0,TA,TA,BRKTIL,TA,TA,NO,UNF,0,UNF,0,731,731,GASA,EX,Y,SBRKR,820,523,0,1343,0,0,1,1,3,1,TA,7,TYP,1,GD,DETCHD,1921.0,UNF,1,186,FA,TA,Y,192,0,102,0,0,0,,,,0,7,2009-01-01,WD,NORMAL,154900
1180,20,RL,77.0,8335,PAVE,,REG,LVL,ALLPUB,CORNER,GTL,EDWARDS,NORM,NORM,1FAM,1STORY,5,5,1954-01-01,1954-01-01,GABLE,COMPSHG,WD SDNG,WD SDNG,,0.0,TA,TA,SLAB,,,,,0,,0,0,0,GASA,GD,Y,SBRKR,1124,0,0,1124,0,0,1,0,3,1,TA,5,MIN2,1,GD,,,,0,0,,,N,0,36,190,0,0,0,,,,0,4,2006-01-01,WD,NORMAL,93000
1181,60,RL,,11170,PAVE,,IR2,LVL,ALLPUB,CORNER,GTL,TIMBER,NORM,NORM,1FAM,2STORY,7,5,1990-01-01,1991-01-01,GABLE,COMPSHG,METALSD,METALSD,,0.0,TA,TA,WOOD,GD,TA,NO,LWQ,1216,UNF,0,0,1216,GASA,EX,Y,SBRKR,1298,1216,0,2514,0,0,2,1,4,1,TA,8,TYP,0,,ATTCHD,1990.0,FIN,2,693,TA,TA,Y,0,0,0,0,0,0,,GDPRV,,0,4,2006-01-01,WD,NORMAL,250000
1182,120,RM,64.0,5587,PAVE,,IR1,HLS,ALLPUB,INSIDE,MOD,CRAWFOR,NORM,NORM,TWNHSE,1STORY,8,5,2008-01-01,2008-01-01,HIP,COMPSHG,CEMNTBD,CMENTBD,STONE,186.0,EX,TA,PCONC,EX,TA,GD,GLQ,1480,UNF,0,120,1600,GASA,EX,Y,SBRKR,1652,0,0,1652,1,1,2,0,2,1,GD,5,TYP,1,GD,ATTCHD,2008.0,FIN,2,482,TA,TA,Y,162,53,0,153,0,0,,,,0,11,2008-01-01,NEW,PARTIAL,392500
1183,60,RL,160.0,15623,PAVE,,IR1,LVL,ALLPUB,CORNER,GTL,NORIDGE,NORM,NORM,1FAM,2STORY,10,5,1996-01-01,1996-01-01,HIP,COMPSHG,WD SDNG,IMSTUCC,,0.0,GD,TA,PCONC,EX,TA,AV,GLQ,2096,UNF,0,300,2396,GASA,EX,Y,SBRKR,2411,2065,0,4476,1,0,3,1,4,1,EX,10,TYP,2,TA,ATTCHD,1996.0,FIN,3,813,TA,TA,Y,171,78,0,0,0,555,EX,MNPRV,,0,7,2007-01-01,WD,ABNORML,745000
1184,30,RL,60.0,10800,PAVE,GRVL,REG,LVL,ALLPUB,INSIDE,GTL,OLDTOWN,NORM,NORM,1FAM,1STORY,5,6,1920-01-01,1950-01-01,HIP,COMPSHG,STUCCO,STUCCO,,0.0,TA,TA,BRKTIL,TA,TA,NO,REC,821,UNF,0,299,1120,GASA,EX,Y,SBRKR,1130,0,0,1130,1,0,1,0,2,1,TA,5,TYP,1,GD,DETCHD,1970.0,UNF,2,720,TA,TA,Y,229,0,0,0,0,0,,,,0,6,2006-01-01,WD,NORMAL,120000
1185,20,RL,50.0,35133,GRVL,,REG,LVL,ALLPUB,INSIDE,MOD,TIMBER,NORM,NORM,1FAM,1STORY,5,4,1963-01-01,1963-01-01,HIP,COMPSHG,METALSD,METALSD,BRKFACE,226.0,TA,TA,CBLOCK,TA,TA,GD,REC,1159,UNF,0,413,1572,GASA,GD,Y,SBRKR,1572,0,0,1572,1,0,1,1,3,1,TA,5,TYP,2,TA,2TYPES,1963.0,RFN,3,995,TA,TA,Y,0,263,0,0,263,0,,,,0,5,2007-01-01,WD,NORMAL,186700
1186,50,RL,60.0,9738,PAVE,,REG,LVL,ALLPUB,INSIDE,GTL,EDWARDS,NORM,NORM,1FAM,1.5FIN,5,7,1924-01-01,1950-01-01,GABLE,COMPSHG,ASBSHNG,ASBSHNG,,0.0,TA,GD,BRKTIL,TA,TA,NO,BLQ,392,UNF,0,392,784,GASA,GD,Y,SBRKR,949,272,0,1221,1,0,1,0,4,1,TA,7,TYP,0,,ATTCHD,1965.0,UNF,1,392,TA,TA,Y,0,0,236,0,0,0,,,,0,3,2006-01-01,WD,NORMAL,104900
1187,190,RL,107.0,10615,PAVE,,IR1,BNK,ALLPUB,CORNER,MOD,OLDTOWN,ARTERY,ARTERY,2FMCON,2STORY,3,5,1900-01-01,1970-01-01,GABLE,COMPSHG,HDBOARD,HDBOARD,,0.0,TA,TA,CBLOCK,FA,TA,MN,BLQ,440,UNF,0,538,978,GASA,TA,Y,SBRKR,1014,685,0,1699,1,0,2,0,3,2,TA,7,TYP,0,,CARPORT,1920.0,UNF,2,420,FA,FA,Y,0,74,0,0,0,0,,,,0,8,2009-01-01,WD,ABNORML,95000
1188,20,RL,89.0,12461,PAVE,,REG,LVL,ALLPUB,CORNER,GTL,NORIDGE,NORM,NORM,1FAM,1STORY,8,5,1994-01-01,1995-01-01,GABLE,COMPSHG,IMSTUCC,IMSTUCC,,0.0,GD,TA,PCONC,GD,TA,NO,GLQ,1456,UNF,0,168,1624,GASA,EX,Y,SBRKR,1624,0,0,1624,1,0,2,0,2,1,GD,5,TYP,1,FA,ATTCHD,1994.0,RFN,3,757,TA,TA,Y,0,114,192,0,0,0,,GDPRV,,0,7,2006-01-01,WD,NORMAL,262000
1189,60,RL,68.0,8935,PAVE,,IR1,LVL,ALLPUB,INSIDE,GTL,COLLGCR,NORM,NORM,1FAM,2STORY,7,5,2002-01-01,2002-01-01,GABLE,COMPSHG,VINYLSD,VINYLSD,BRKFACE,95.0,GD,TA,PCONC,GD,TA,NO,UNF,0,UNF,0,831,831,GASA,EX,Y,SBRKR,831,829,0,1660,0,0,2,1,3,1,GD,7,TYP,0,,ATTCHD,2002.0,RFN,2,493,TA,TA,Y,144,68,0,0,0,0,,,,0,7,2009-01-01,WD,NORMAL,195000
1190,60,RL,60.0,7500,PAVE,,REG,LVL,ALLPUB,INSIDE,GTL,GILBERT,NORM,NORM,1FAM,2STORY,7,5,1999-01-01,1999-01-01,GABLE,COMPSHG,VINYLSD,VINYLSD,,0.0,TA,TA,PCONC,TA,TA,NO,UNF,0,UNF,0,994,994,GASA,GD,Y,SBRKR,1028,776,0,1804,0,0,2,1,3,1,GD,7,TYP,1,TA,ATTCHD,1999.0,FIN,2,442,TA,TA,Y,140,60,0,0,0,0,,,,0,6,2010-01-01,WD,NORMAL,189000
1191,190,RL,,32463,PAVE,,REG,LOW,ALLPUB,INSIDE,MOD,MITCHEL,NORM,NORM,2FMCON,1STORY,4,4,1961-01-01,1975-01-01,GABLE,COMPSHG,METALSD,METALSD,STONE,149.0,TA,GD,CBLOCK,TA,TA,AV,BLQ,1159,UNF,0,90,1249,GASA,EX,Y,SBRKR,1622,0,0,1622,1,0,1,0,3,1,TA,7,TYP,1,TA,2TYPES,1975.0,FIN,4,1356,TA,TA,Y,439,0,0,0,0,0,,,,0,3,2007-01-01,WD,NORMAL,168000
1192,160,FV,24.0,2645,PAVE,PAVE,REG,LVL,ALLPUB,INSIDE,GTL,SOMERST,NORM,NORM,TWNHS,2STORY,8,5,1999-01-01,2000-01-01,GABLE,COMPSHG,METALSD,METALSD,BRKFACE,456.0,GD,TA,PCONC,GD,TA,NO,UNF,0,UNF,0,776,776,GASA,EX,Y,SBRKR,764,677,0,1441,0,0,2,1,2,1,GD,5,TYP,0,,DETCHD,1999.0,UNF,2,492,TA,TA,Y,206,0,0,0,0,0,,,,0,11,2007-01-01,WD,NORMAL,174000
1193,50,RM,60.0,9600,PAVE,GRVL,REG,LVL,ALLPUB,INSIDE,GTL,OLDTOWN,NORM,NORM,1FAM,1.5FIN,5,8,1925-01-01,1994-01-01,GAMBREL,COMPSHG,VINYLSD,VINYLSD,,0.0,TA,TA,PCONC,TA,TA,MN,UNF,0,UNF,0,702,702,GASA,GD,Y,SBRKR,842,630,0,1472,0,0,1,0,3,1,GD,6,TYP,0,,DETCHD,1925.0,UNF,1,250,TA,FA,P,0,0,84,0,0,0,,GDWO,,0,7,2007-01-01,WD,NORMAL,125000
1194,120,RM,,4500,PAVE,,REG,LVL,ALLPUB,FR2,GTL,MITCHEL,NORM,NORM,TWNHSE,1STORY,6,5,1999-01-01,1999-01-01,HIP,COMPSHG,VINYLSD,VINYLSD,BRKFACE,425.0,TA,TA,PCONC,EX,TA,NO,GLQ,883,UNF,0,341,1224,GASA,EX,Y,SBRKR,1224,0,0,1224,1,0,2,0,2,1,TA,5,TYP,0,,ATTCHD,1999.0,FIN,2,402,TA,TA,Y,0,304,0,0,0,0,,,,0,6,2009-01-01,WD,NORMAL,165000
1195,60,RL,80.0,9364,PAVE,,REG,LVL,ALLPUB,CORNER,GTL,SAWYER,NORM,NORM,1FAM,2STORY,6,7,1969-01-01,1969-01-01,GABLE,COMPSHG,HDBOARD,HDBOARD,STONE,143.0,TA,TA,CBLOCK,TA,TA,NO,ALQ,371,UNF,0,292,663,GASA,TA,Y,SBRKR,663,689,0,1352,0,0,1,1,4,1,TA,7,TYP,0,,ATTCHD,1969.0,FIN,1,299,TA,TA,Y,379,36,0,0,0,0,,MNPRV,,0,3,2010-01-01,WD,NORMAL,158000
1196,60,RL,51.0,8029,PAVE,,IR1,LVL,ALLPUB,INSIDE,GTL,GILBERT,NORM,NORM,1FAM,2STORY,6,5,2005-01-01,2005-01-01,GABLE,COMPSHG,VINYLSD,VINYLSD,,0.0,TA,TA,PCONC,GD,TA,NO,UNF,0,UNF,0,728,728,GASA,EX,Y,SBRKR,728,728,0,1456,0,0,2,1,3,1,GD,8,TYP,0,,ATTCHD,2005.0,FIN,2,400,TA,TA,Y,100,24,0,0,0,0,,,,0,7,2008-01-01,WD,NORMAL,176000
1197,60,RL,58.0,14054,PAVE,,IR1,LVL,ALLPUB,INSIDE,GTL,GILBERT,NORM,NORM,1FAM,2STORY,7,5,2006-01-01,2006-01-01,GABLE,COMPSHG,VINYLSD,VINYLSD,,0.0,GD,TA,PCONC,GD,TA,AV,UNF,0,UNF,0,879,879,GASA,EX,Y,SBRKR,879,984,0,1863,0,0,2,1,4,1,GD,9,TYP,1,GD,BUILTIN,2006.0,FIN,3,660,TA,TA,Y,100,17,0,0,0,0,,,,0,11,2006-01-01,NEW,PARTIAL,219210
1198,75,RM,65.0,8850,PAVE,,IR1,BNK,ALLPUB,CORNER,GTL,OLDTOWN,NORM,NORM,1FAM,2.5UNF,7,6,1916-01-01,1950-01-01,GABLE,COMPSHG,METALSD,METALSD,,0.0,TA,TA,BRKTIL,TA,TA,NO,UNF,0,UNF,0,815,815,GASA,EX,Y,SBRKR,815,875,0,1690,0,0,1,0,3,1,TA,7,TYP,1,GD,DETCHD,1916.0,UNF,1,225,TA,TA,Y,0,0,330,0,0,0,,,,0,7,2006-01-01,CONLW,NORMAL,144000
1199,20,RL,70.0,9100,PAVE,,REG,LVL,ALLPUB,INSIDE,GTL,COLLGCR,NORM,NORM,1FAM,1STORY,7,5,2001-01-01,2001-01-01,GABLE,COMPSHG,VINYLSD,VINYLSD,,0.0,GD,TA,PCONC,GD,TA,NO,UNF,0,UNF,0,1212,1212,GASA,EX,Y,SBRKR,1212,0,0,1212,0,0,2,0,3,1,GD,6,TYP,0,,ATTCHD,2001.0,RFN,2,573,TA,TA,Y,356,0,0,0,0,0,,,,0,6,2009-01-01,WD,NORMAL,178000
1200,20,RL,75.0,11235,PAVE,,REG,LVL,ALLPUB,INSIDE,GTL,SAWYER,NORM,NORM,1FAM,1STORY,4,5,1963-01-01,1979-01-01,GABLE,COMPSHG,HDBOARD,HDBOARD,BRKFACE,51.0,TA,TA,CBLOCK,TA,TA,NO,REC,547,UNF,0,504,1051,GASA,GD,Y,SBRKR,1382,0,0,1382,0,0,1,1,3,1,TA,6,TYP,1,PO,ATTCHD,1974.0,UNF,2,459,TA,TA,Y,0,82,0,0,0,0,,,,0,10,2006-01-01,WD,NORMAL,148000
1201,20,RL,71.0,9353,PAVE,,REG,LVL,ALLPUB,INSIDE,GTL,NAMES,NORM,NORM,1FAM,1STORY,4,5,1970-01-01,1970-01-01,GABLE,COMPSHG,METALSD,METALSD,,0.0,TA,TA,CBLOCK,TA,TA,NO,UNF,0,UNF,0,864,864,GASA,GD,Y,SBRKR,864,0,0,864,0,0,1,0,3,1,TA,5,TYP,0,,ATTCHD,1972.0,UNF,1,280,TA,TA,Y,0,0,0,0,0,0,,,SHED,0,7,2006-01-01,OTH,ABNORML,116050
1202,60,RL,80.0,10400,PAVE,,REG,LVL,ALLPUB,CORNER,GTL,COLLGCR,NORM,NORM,1FAM,2STORY,7,5,1998-01-01,1998-01-01,GABLE,COMPSHG,VINYLSD,VINYLSD,,0.0,TA,TA,PCONC,GD,TA,AV,UNF,0,UNF,0,866,866,GASA,EX,Y,SBRKR,866,913,0,1779,0,0,2,1,3,1,GD,6,TYP,0,,ATTCHD,1998.0,RFN,2,546,TA,TA,Y,198,36,0,0,0,0,,,,0,3,2009-01-01,WD,NORMAL,197900
1203,50,RM,50.0,6000,PAVE,,REG,LVL,ALLPUB,CORNER,GTL,BRKSIDE,NORM,NORM,1FAM,1.5FIN,5,8,1925-01-01,1997-01-01,GABLE,COMPSHG,WD SDNG,WD SDNG,,0.0,TA,TA,BRKTIL,TA,TA,NO,UNF,0,UNF,0,884,884,GASA,EX,Y,SBRKR,884,464,0,1348,1,0,1,0,3,1,TA,5,TYP,1,FA,DETCHD,1960.0,UNF,1,216,TA,TA,N,0,0,208,0,0,0,,,,0,5,2009-01-01,WD,NORMAL,117000
1204,20,RL,75.0,9750,PAVE,,REG,LVL,ALLPUB,INSIDE,GTL,COLLGCR,NORM,NORM,1FAM,1STORY,7,5,2000-01-01,2001-01-01,GABLE,COMPSHG,VINYLSD,VINYLSD,BRKFACE,171.0,GD,TA,PCONC,GD,TA,NO,UNF,0,UNF,0,1630,1630,GASA,EX,Y,SBRKR,1630,0,0,1630,0,0,2,0,3,1,GD,6,TYP,1,TA,ATTCHD,2000.0,UNF,2,451,TA,TA,Y,74,234,0,0,0,0,,,,0,10,2009-01-01,WD,NORMAL,213000
1205,20,RL,78.0,10140,PAVE,,REG,LVL,ALLPUB,INSIDE,GTL,NWAMES,NORM,NORM,1FAM,1STORY,5,6,1975-01-01,1975-01-01,GABLE,COMPSHG,HDBOARD,HDBOARD,,0.0,TA,TA,CBLOCK,GD,TA,NO,ALQ,788,UNF,0,268,1056,GASA,EX,Y,SBRKR,1074,0,0,1074,1,0,1,1,3,1,TA,6,TYP,0,,ATTCHD,1975.0,RFN,2,495,TA,TA,Y,0,88,0,0,0,0,,MNPRV,,0,7,2006-01-01,WD,NORMAL,153500
1206,20,RL,90.0,14684,PAVE,,IR1,LVL,ALLPUB,CULDSAC,GTL,SAWYERW,NORM,NORM,1FAM,1STORY,7,7,1990-01-01,1991-01-01,HIP,COMPSHG,HDBOARD,HDBOARD,BRKFACE,234.0,GD,TA,CBLOCK,GD,TA,MN,ALQ,485,BLQ,177,1496,2158,GASA,GD,Y,SBRKR,2196,0,0,2196,0,0,2,0,3,1,GD,7,TYP,1,TA,ATTCHD,1990.0,RFN,3,701,TA,TA,Y,84,70,0,0,0,0,,,,0,6,2009-01-01,WD,NORMAL,271900
1207,20,RH,,8900,PAVE,,REG,LVL,ALLPUB,INSIDE,GTL,SAWYERW,NORM,NORM,1FAM,1STORY,4,4,1966-01-01,1966-01-01,GABLE,COMPSHG,HDBOARD,HDBOARD,,0.0,TA,TA,CBLOCK,TA,TA,NO,REC,1056,UNF,0,0,1056,GASA,TA,Y,SBRKR,1056,0,0,1056,1,0,1,0,2,1,TA,5,TYP,0,,DETCHD,1966.0,UNF,1,384,TA,TA,Y,0,42,0,0,0,0,,MNPRV,,0,11,2006-01-01,WD,NORMAL,107000
1208,20,RL,70.0,9135,PAVE,,REG,LVL,ALLPUB,INSIDE,GTL,COLLGCR,NORM,NORM,1FAM,1STORY,6,5,2003-01-01,2003-01-01,GABLE,COMPSHG,VINYLSD,VINYLSD,BRKFACE,120.0,GD,TA,PCONC,GD,TA,AV,GLQ,340,UNF,0,1342,1682,GASA,EX,Y,SBRKR,1700,0,0,1700,1,0,2,0,3,1,GD,7,TYP,0,,ATTCHD,2003.0,RFN,2,544,TA,TA,Y,192,23,0,0,0,0,,,,0,5,2006-01-01,WD,NORMAL,200000
1209,20,RL,70.0,7763,PAVE,,REG,LVL,ALLPUB,INSIDE,GTL,NAMES,NORM,NORM,1FAM,1STORY,5,7,1962-01-01,1980-01-01,GABLE,COMPSHG,METALSD,METALSD,,0.0,TA,GD,CBLOCK,TA,TA,NO,REC,504,BLQ,108,319,931,GASA,TA,Y,SBRKR,1283,0,0,1283,1,0,1,0,3,1,TA,6,TYP,0,,DETCHD,1980.0,UNF,2,506,TA,TA,Y,0,0,0,0,0,0,,,,0,10,2008-01-01,WD,NORMAL,140000
1210,20,RL,85.0,10182,PAVE,,IR1,LVL,ALLPUB,CULDSAC,GTL,SOMERST,RRNN,NORM,1FAM,1STORY,8,5,2006-01-01,2006-01-01,HIP,COMPSHG,VINYLSD,VINYLSD,STONE,420.0,GD,TA,PCONC,EX,TA,MN,GLQ,1220,UNF,0,440,1660,GASA,EX,Y,SBRKR,1660,0,0,1660,1,0,2,0,3,1,GD,8,TYP,1,GD,ATTCHD,2006.0,RFN,2,500,TA,TA,Y,322,50,0,0,0,0,,,,0,5,2006-01-01,NEW,PARTIAL,290000
1211,60,RL,70.0,11218,PAVE,,REG,LVL,ALLPUB,INSIDE,GTL,SAWYERW,NORM,NORM,1FAM,2STORY,6,5,1992-01-01,1992-01-01,GABLE,COMPSHG,WD SDNG,WD SDNG,,0.0,GD,TA,PCONC,GD,TA,NO,UNF,0,UNF,0,1055,1055,GASA,EX,Y,SBRKR,1055,790,0,1845,0,0,2,1,3,1,GD,8,TYP,1,TA,ATTCHD,1992.0,RFN,2,462,TA,TA,Y,635,104,0,0,0,0,,GDPRV,SHED,400,5,2010-01-01,WD,NORMAL,189000
1212,50,RL,152.0,12134,PAVE,,IR1,BNK,ALLPUB,INSIDE,MOD,GILBERT,NORM,NORM,1FAM,1.5FIN,8,7,1988-01-01,2005-01-01,GABLE,COMPSHG,WD SDNG,WD SDNG,,0.0,GD,TA,WOOD,GD,TA,AV,GLQ,427,UNF,0,132,559,GASA,GD,Y,SBRKR,1080,672,0,1752,0,0,2,0,4,1,TA,8,TYP,0,,BASMENT,1988.0,RFN,2,492,TA,TA,Y,325,12,0,0,0,0,,,,0,6,2010-01-01,WD,NORMAL,164000
1213,30,RL,50.0,9340,PAVE,,REG,LVL,ALLPUB,INSIDE,GTL,EDWARDS,NORM,NORM,1FAM,1STORY,4,6,1941-01-01,1950-01-01,HIP,COMPSHG,METALSD,METALSD,,0.0,TA,TA,CBLOCK,TA,TA,NO,REC,344,UNF,0,328,672,GASA,TA,Y,SBRKR,672,0,0,672,1,0,1,0,2,1,TA,4,TYP,0,,ATTCHD,1941.0,UNF,1,234,TA,TA,N,0,113,0,0,0,0,,,,0,8,2009-01-01,WD,NORMAL,113000
1214,80,RL,,10246,PAVE,,IR1,LVL,ALLPUB,CULDSAC,GTL,SAWYER,NORM,NORM,1FAM,SLVL,4,9,1965-01-01,2001-01-01,GABLE,COMPSHG,VINYLSD,VINYLSD,,0.0,TA,GD,CBLOCK,TA,GD,AV,GLQ,648,UNF,0,0,648,GASA,EX,Y,SBRKR,960,0,0,960,1,1,0,0,0,1,TA,3,TYP,0,,ATTCHD,1965.0,UNF,1,364,TA,TA,Y,88,0,0,0,0,0,,,,0,5,2006-01-01,WD,NORMAL,145000
1215,85,RL,69.0,10205,PAVE,,IR1,LVL,ALLPUB,INSIDE,GTL,NAMES,NORM,NORM,1FAM,SFOYER,5,5,1962-01-01,1962-01-01,GABLE,COMPSHG,METALSD,METALSD,,0.0,TA,TA,CBLOCK,TA,TA,AV,BLQ,784,UNF,0,141,925,GASA,TA,Y,SBRKR,999,0,0,999,1,0,1,0,3,1,TA,6,TYP,0,,ATTCHD,1962.0,UNF,1,300,TA,TA,Y,150,72,0,0,0,0,,,,0,5,2006-01-01,WD,NORMAL,134500
1216,20,RL,99.0,7094,PAVE,,IR1,LVL,ALLPUB,INSIDE,GTL,SAWYER,NORM,NORM,1FAM,1STORY,5,5,1966-01-01,1966-01-01,GABLE,COMPSHG,VINYLSD,VINYLSD,,0.0,TA,TA,CBLOCK,TA,TA,NO,REC,180,LWQ,374,340,894,GASA,TA,Y,SBRKR,894,0,0,894,0,0,1,0,3,1,TA,5,TYP,0,,DETCHD,1966.0,RFN,1,384,TA,TA,Y,0,0,0,0,0,0,,MNPRV,,0,5,2007-01-01,WD,NORMAL,125000
1217,90,RM,68.0,8930,PAVE,,REG,LVL,ALLPUB,INSIDE,GTL,SAWYER,RRAE,NORM,DUPLEX,1.5FIN,6,5,1978-01-01,1978-01-01,GABLE,COMPSHG,VINYLSD,VINYLSD,,0.0,TA,TA,SLAB,,,,,0,,0,0,0,GASA,TA,Y,SBRKR,1318,584,0,1902,0,0,2,0,4,2,TA,8,TYP,0,,ATTCHD,1978.0,UNF,2,539,TA,TA,Y,0,0,0,0,0,0,,,,0,4,2010-01-01,WD,NORMAL,112000
1218,20,FV,72.0,8640,PAVE,,REG,LVL,ALLPUB,INSIDE,GTL,SOMERST,NORM,NORM,1FAM,1STORY,8,5,2009-01-01,2009-01-01,GABLE,COMPSHG,CEMNTBD,CMENTBD,STONE,72.0,GD,TA,PCONC,GD,TA,MN,GLQ,936,UNF,0,364,1300,GASA,EX,Y,SBRKR,1314,0,0,1314,1,0,2,0,3,1,GD,6,TYP,0,,ATTCHD,2009.0,RFN,2,552,TA,TA,Y,135,112,0,0,0,0,,,,0,9,2009-01-01,NEW,PARTIAL,229456
1219,50,RM,52.0,6240,PAVE,,REG,LVL,ALLPUB,INSIDE,GTL,BRKSIDE,NORM,NORM,1FAM,1.5FIN,4,5,1947-01-01,1950-01-01,GABLE,COMPSHG,ASBSHNG,ASBSHNG,,0.0,TA,TA,SLAB,,,,,0,,0,0,0,GASA,GD,N,SBRKR,672,240,0,912,0,0,1,0,2,1,TA,3,TYP,0,,,,,0,0,,,N,0,0,0,0,0,0,,,,0,7,2006-01-01,WD,NORMAL,80500
1220,160,RM,21.0,1680,PAVE,,REG,LVL,ALLPUB,INSIDE,GTL,BRDALE,NORM,NORM,TWNHS,2STORY,6,5,1971-01-01,1971-01-01,GABLE,COMPSHG,CEMNTBD,CMENTBD,BRKFACE,236.0,TA,TA,CBLOCK,TA,TA,NO,UNF,0,UNF,0,672,672,GASA,TA,Y,SBRKR,672,546,0,1218,0,0,1,1,3,1,TA,7,TYP,0,,,,,0,0,,,N,201,0,0,0,0,0,,,,0,4,2006-01-01,WD,ABNORML,91500
